# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2021-01-25 22:37:36 EST       (caww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
#    USGS 10338000 TRUCKEE R NR TRUCKEE CA,,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 10338000,,,,
#            TS   parameter     statistic     Description,,,,
"#          7600       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency_cd,site_no,datetime,discharge_cfs,note
USGS,10338000,12/12/11,86.4,A
USGS,10338000,12/13/11,102,A
USGS,10338000,12/14/11,147,A
USGS,10338000,12/15/11,146,A
USGS,10338000,12/16/11,153,A
USGS,10338000,12/17/11,200,A
USGS,10338000,12/18/11,201,A
USGS,10338000,12/19/11,200,A
USGS,10338000,12/20/11,224,A
USGS,10338000,12/21/11,253,A
USGS,10338000,12/22/11,267,A
USGS,10338000,12/23/11,281,A
USGS,10338000,12/24/11,282,A
USGS,10338000,12/25/11,284,A
USGS,10338000,12/26/11,284,A
USGS,10338000,12/27/11,284,A
USGS,10338000,12/28/11,284,A
USGS,10338000,12/29/11,285,A
USGS,10338000,12/30/11,286,A
USGS,10338000,12/31/11,313,A
USGS,10338000,1/1/12,314,A
USGS,10338000,1/2/12,314,A
USGS,10338000,1/3/12,314,A
USGS,10338000,1/4/12,314,A
USGS,10338000,1/5/12,315,A
USGS,10338000,1/6/12,312,A
USGS,10338000,1/7/12,310,A
USGS,10338000,1/8/12,310,A
USGS,10338000,1/9/12,310,A
USGS,10338000,1/10/12,310,A
USGS,10338000,1/11/12,309,A
USGS,10338000,1/12/12,309,A
USGS,10338000,1/13/12,308,A
USGS,10338000,1/14/12,309,A
USGS,10338000,1/15/12,308,A
USGS,10338000,1/16/12,306,A
USGS,10338000,1/17/12,305,A
USGS,10338000,1/18/12,304,A
USGS,10338000,1/19/12,306,A
USGS,10338000,1/20/12,388,A
USGS,10338000,1/21/12,536,A
USGS,10338000,1/22/12,251,A
USGS,10338000,1/23/12,247,A
USGS,10338000,1/24/12,227,A
USGS,10338000,1/25/12,224,A
USGS,10338000,1/26/12,228,A
USGS,10338000,1/27/12,233,A
USGS,10338000,1/28/12,204,A
USGS,10338000,1/29/12,199,A
USGS,10338000,1/30/12,195,A
USGS,10338000,1/31/12,194,A
USGS,10338000,2/1/12,194,A
USGS,10338000,2/2/12,191,A
USGS,10338000,2/3/12,205,A
USGS,10338000,2/4/12,230,A
USGS,10338000,2/5/12,268,A
USGS,10338000,2/6/12,268,A
USGS,10338000,2/7/12,266,A
USGS,10338000,2/8/12,265,A
USGS,10338000,2/9/12,267,A
USGS,10338000,2/10/12,270,A
USGS,10338000,2/11/12,270,A
USGS,10338000,2/12/12,270,A
USGS,10338000,2/13/12,271,A
USGS,10338000,2/14/12,270,A
USGS,10338000,2/15/12,271,A
USGS,10338000,2/16/12,266,A
USGS,10338000,2/17/12,266,A
USGS,10338000,2/18/12,265,A
USGS,10338000,2/19/12,265,A
USGS,10338000,2/20/12,265,A
USGS,10338000,2/21/12,265,A
USGS,10338000,2/22/12,266,A
USGS,10338000,2/23/12,266,A
USGS,10338000,2/24/12,268,A
USGS,10338000,2/25/12,271,A
USGS,10338000,2/26/12,268,A
USGS,10338000,2/27/12,270,A
USGS,10338000,2/28/12,266,A
USGS,10338000,2/29/12,272,A
USGS,10338000,3/1/12,290,A
USGS,10338000,3/2/12,340,A
USGS,10338000,3/3/12,328,A
USGS,10338000,3/4/12,314,A
USGS,10338000,3/5/12,316,A
USGS,10338000,3/6/12,319,A
USGS,10338000,3/7/12,313,A
USGS,10338000,3/8/12,312,A
USGS,10338000,3/9/12,316,A
USGS,10338000,3/10/12,322,A
USGS,10338000,3/11/12,323,A
USGS,10338000,3/12/12,319,A
USGS,10338000,3/13/12,323,A
USGS,10338000,3/14/12,341,A
USGS,10338000,3/15/12,391,A
USGS,10338000,3/16/12,466,A
USGS,10338000,3/17/12,270,A
USGS,10338000,3/18/12,210,A
USGS,10338000,3/19/12,216,A
USGS,10338000,3/20/12,211,A
USGS,10338000,3/21/12,226,A
USGS,10338000,3/22/12,207,A
USGS,10338000,3/23/12,180,A
USGS,10338000,3/24/12,160,A
USGS,10338000,3/25/12,147,A
USGS,10338000,3/26/12,156,A
USGS,10338000,3/27/12,190,A
USGS,10338000,3/28/12,194,A
USGS,10338000,3/29/12,189,A
USGS,10338000,3/30/12,224,A
USGS,10338000,3/31/12,275,A
USGS,10338000,4/1/12,238,A
USGS,10338000,4/2/12,222,A
USGS,10338000,4/3/12,223,A
USGS,10338000,4/4/12,218,A
USGS,10338000,4/5/12,178,A
USGS,10338000,4/6/12,167,A
USGS,10338000,4/7/12,162,A
USGS,10338000,4/8/12,166,A
USGS,10338000,4/9/12,179,A
USGS,10338000,4/10/12,195,A
USGS,10338000,4/11/12,200,A
USGS,10338000,4/12/12,184,A
USGS,10338000,4/13/12,174,A
USGS,10338000,4/14/12,162,A
USGS,10338000,4/15/12,163,A
USGS,10338000,4/16/12,180,A
USGS,10338000,4/17/12,197,A
USGS,10338000,4/18/12,226,A
USGS,10338000,4/19/12,264,A
USGS,10338000,4/20/12,351,A
USGS,10338000,4/21/12,450,A
USGS,10338000,4/22/12,512,A
USGS,10338000,4/23/12,553,A
USGS,10338000,4/24/12,551,A
USGS,10338000,4/25/12,484,A
USGS,10338000,4/26/12,819,A
USGS,10338000,4/27/12,493,A
USGS,10338000,4/28/12,412,A
USGS,10338000,4/29/12,397,A
USGS,10338000,4/30/12,426,A
USGS,10338000,5/1/12,466,A
USGS,10338000,5/2/12,394,A
USGS,10338000,5/3/12,338,A
USGS,10338000,5/4/12,305,A
USGS,10338000,5/5/12,288,A
USGS,10338000,5/6/12,275,A
USGS,10338000,5/7/12,272,A
USGS,10338000,5/8/12,277,A
USGS,10338000,5/9/12,302,A
USGS,10338000,5/10/12,317,A
USGS,10338000,5/11/12,304,A
USGS,10338000,5/12/12,302,A
USGS,10338000,5/13/12,316,A
USGS,10338000,5/14/12,359,A
USGS,10338000,5/15/12,355,A
USGS,10338000,5/16/12,368,A
USGS,10338000,5/17/12,323,A
USGS,10338000,5/18/12,281,A
USGS,10338000,5/19/12,271,A
USGS,10338000,5/20/12,276,A
USGS,10338000,5/21/12,287,A
USGS,10338000,5/22/12,266,A
USGS,10338000,5/23/12,248,A
USGS,10338000,5/24/12,226,A
USGS,10338000,5/25/12,205,A
USGS,10338000,5/26/12,182,A
USGS,10338000,5/27/12,168,A
USGS,10338000,5/28/12,169,A
USGS,10338000,5/29/12,180,A
USGS,10338000,5/30/12,192,A
USGS,10338000,5/31/12,204,A
USGS,10338000,6/1/12,218,A
USGS,10338000,6/2/12,214,A
USGS,10338000,6/3/12,200,A
USGS,10338000,6/4/12,215,A
USGS,10338000,6/5/12,188,A
USGS,10338000,6/6/12,163,A
USGS,10338000,6/7/12,152,A
USGS,10338000,6/8/12,152,A
USGS,10338000,6/9/12,147,A
USGS,10338000,6/10/12,140,A
USGS,10338000,6/11/12,187,A
USGS,10338000,6/12/12,225,A
USGS,10338000,6/13/12,261,A
USGS,10338000,6/14/12,289,A
USGS,10338000,6/15/12,308,A
USGS,10338000,6/16/12,321,A
USGS,10338000,6/17/12,319,A
USGS,10338000,6/18/12,318,A
USGS,10338000,6/19/12,318,A
USGS,10338000,6/20/12,330,A
USGS,10338000,6/21/12,343,A
USGS,10338000,6/22/12,363,A
USGS,10338000,6/23/12,362,A
USGS,10338000,6/24/12,359,A
USGS,10338000,6/25/12,375,A
USGS,10338000,6/26/12,406,A
USGS,10338000,6/27/12,417,A
USGS,10338000,6/28/12,414,A
USGS,10338000,6/29/12,413,A
USGS,10338000,6/30/12,412,A
USGS,10338000,7/1/12,414,A
USGS,10338000,7/2/12,416,A
USGS,10338000,7/3/12,415,A
USGS,10338000,7/4/12,411,A
USGS,10338000,7/5/12,414,A
USGS,10338000,7/6/12,420,A
USGS,10338000,7/7/12,416,A
USGS,10338000,7/8/12,415,A
USGS,10338000,7/9/12,414,A
USGS,10338000,7/10/12,413,A
USGS,10338000,7/11/12,412,A
USGS,10338000,7/12/12,412,A
USGS,10338000,7/13/12,406,A
USGS,10338000,7/14/12,397,A
USGS,10338000,7/15/12,396,A
USGS,10338000,7/16/12,395,A
USGS,10338000,7/17/12,393,A
USGS,10338000,7/18/12,393,A
USGS,10338000,7/19/12,394,A
USGS,10338000,7/20/12,392,A
USGS,10338000,7/21/12,387,A
USGS,10338000,7/22/12,383,A
USGS,10338000,7/23/12,389,A
USGS,10338000,7/24/12,387,A
USGS,10338000,7/25/12,384,A
USGS,10338000,7/26/12,383,A
USGS,10338000,7/27/12,383,A
USGS,10338000,7/28/12,386,A
USGS,10338000,7/29/12,390,A
USGS,10338000,7/30/12,392,A
USGS,10338000,7/31/12,394,A
USGS,10338000,8/1/12,393,A
USGS,10338000,8/2/12,393,A
USGS,10338000,8/3/12,392,A
USGS,10338000,8/4/12,391,A
USGS,10338000,8/5/12,391,A
USGS,10338000,8/6/12,389,A
USGS,10338000,8/7/12,388,A
USGS,10338000,8/8/12,387,A
USGS,10338000,8/9/12,386,A
USGS,10338000,8/10/12,383,A
USGS,10338000,8/11/12,387,A
USGS,10338000,8/12/12,405,A
USGS,10338000,8/13/12,406,A
USGS,10338000,8/14/12,408,A
USGS,10338000,8/15/12,408,A
USGS,10338000,8/16/12,404,A
USGS,10338000,8/17/12,405,A
USGS,10338000,8/18/12,405,A
USGS,10338000,8/19/12,400,A
USGS,10338000,8/20/12,396,A
USGS,10338000,8/21/12,393,A
USGS,10338000,8/22/12,392,A
USGS,10338000,8/23/12,388,A
USGS,10338000,8/24/12,383,A
USGS,10338000,8/25/12,381,A
USGS,10338000,8/26/12,375,A
USGS,10338000,8/27/12,374,A
USGS,10338000,8/28/12,372,A
USGS,10338000,8/29/12,372,A
USGS,10338000,8/30/12,372,A
USGS,10338000,8/31/12,371,A
USGS,10338000,9/1/12,370,A
USGS,10338000,9/2/12,368,A
USGS,10338000,9/3/12,368,A
USGS,10338000,9/4/12,348,A
USGS,10338000,9/5/12,294,A
USGS,10338000,9/6/12,242,A
USGS,10338000,9/7/12,189,A
USGS,10338000,9/8/12,167,A
USGS,10338000,9/9/12,162,A
USGS,10338000,9/10/12,161,A
USGS,10338000,9/11/12,162,A
USGS,10338000,9/12/12,161,A
USGS,10338000,9/13/12,160,A
USGS,10338000,9/14/12,159,A
USGS,10338000,9/15/12,158,A
USGS,10338000,9/16/12,158,A
USGS,10338000,9/17/12,158,A
USGS,10338000,9/18/12,158,A
USGS,10338000,9/19/12,158,A
USGS,10338000,9/20/12,161,A
USGS,10338000,9/21/12,162,A
USGS,10338000,9/22/12,160,A
USGS,10338000,9/23/12,157,A
USGS,10338000,9/24/12,157,A
USGS,10338000,9/25/12,155,A
USGS,10338000,9/26/12,156,A
USGS,10338000,9/27/12,156,A
USGS,10338000,9/28/12,155,A
USGS,10338000,9/29/12,150,A
USGS,10338000,9/30/12,142,A
USGS,10338000,10/1/12,141,A
USGS,10338000,10/2/12,141,A
USGS,10338000,10/3/12,139,A
USGS,10338000,10/4/12,139,A
USGS,10338000,10/5/12,139,A
USGS,10338000,10/6/12,140,A
USGS,10338000,10/7/12,139,A
USGS,10338000,10/8/12,141,A
USGS,10338000,10/9/12,143,A
USGS,10338000,10/10/12,144,A
USGS,10338000,10/11/12,150,A
USGS,10338000,10/12/12,149,A
USGS,10338000,10/13/12,146,A
USGS,10338000,10/14/12,147,A
USGS,10338000,10/15/12,148,A
USGS,10338000,10/16/12,150,A
USGS,10338000,10/17/12,155,A
USGS,10338000,10/18/12,161,A
USGS,10338000,10/19/12,161,A
USGS,10338000,10/20/12,168,A
USGS,10338000,10/21/12,181,A
USGS,10338000,10/22/12,189,A
USGS,10338000,10/23/12,185,A
USGS,10338000,10/24/12,183,A
USGS,10338000,10/25/12,199,A
USGS,10338000,10/26/12,211,A
USGS,10338000,10/27/12,231,A
USGS,10338000,10/28/12,230,A
USGS,10338000,10/29/12,230,A
USGS,10338000,10/30/12,229,A
USGS,10338000,10/31/12,236,A
USGS,10338000,11/1/12,255,A
USGS,10338000,11/2/12,248,A
USGS,10338000,11/3/12,247,A
USGS,10338000,11/4/12,246,A
USGS,10338000,11/5/12,246,A
USGS,10338000,11/6/12,241,A
USGS,10338000,11/7/12,233,A
USGS,10338000,11/8/12,236,A
USGS,10338000,11/9/12,237,A
USGS,10338000,11/10/12,236,A
USGS,10338000,11/11/12,233,A
USGS,10338000,11/12/12,233,A
USGS,10338000,11/13/12,233,A
USGS,10338000,11/14/12,233,A
USGS,10338000,11/15/12,228,A
USGS,10338000,11/16/12,227,A
USGS,10338000,11/17/12,307,A
USGS,10338000,11/18/12,292,A
USGS,10338000,11/19/12,245,A
USGS,10338000,11/20/12,209,A
USGS,10338000,11/21/12,230,A
USGS,10338000,11/22/12,201,A
USGS,10338000,11/23/12,183,A
USGS,10338000,11/24/12,177,A
USGS,10338000,11/25/12,172,A
USGS,10338000,11/26/12,168,A
USGS,10338000,11/27/12,145,A
USGS,10338000,11/28/12,117,A
USGS,10338000,11/29/12,110,A
USGS,10338000,11/30/12,658,A
USGS,10338000,12/1/12,455,A
USGS,10338000,12/2/12,976,A
USGS,10338000,12/3/12,349,A
USGS,10338000,12/4/12,225,A
USGS,10338000,12/5/12,567,A
USGS,10338000,12/6/12,350,A
USGS,10338000,12/7/12,229,A
USGS,10338000,12/8/12,180,A
USGS,10338000,12/9/12,151,A
USGS,10338000,12/10/12,131,A
USGS,10338000,12/11/12,119,A
USGS,10338000,12/12/12,115,A
USGS,10338000,12/13/12,109,A
USGS,10338000,12/14/12,105,A
USGS,10338000,12/15/12,99.6,A
USGS,10338000,12/16/12,96.7,A
USGS,10338000,12/17/12,112,A
USGS,10338000,12/18/12,102,A
USGS,10338000,12/19/12,93,A:e
USGS,10338000,12/20/12,88.1,A:e
USGS,10338000,12/21/12,82,A:e
USGS,10338000,12/22/12,81.8,A
USGS,10338000,12/23/12,82.9,A
USGS,10338000,12/24/12,96.2,A
USGS,10338000,12/25/12,97.2,A
USGS,10338000,12/26/12,93.9,A
USGS,10338000,12/27/12,92,A:e
USGS,10338000,12/28/12,92,A:e
USGS,10338000,12/29/12,88.1,A:e
USGS,10338000,12/30/12,90.1,A
USGS,10338000,12/31/12,89.9,A
USGS,10338000,1/1/13,84.3,A
USGS,10338000,1/2/13,82.4,A
USGS,10338000,1/3/13,83.7,A
USGS,10338000,1/4/13,86.7,A
USGS,10338000,1/5/13,87.7,A
USGS,10338000,1/6/13,89.2,A
USGS,10338000,1/7/13,89,A
USGS,10338000,1/8/13,86.1,A
USGS,10338000,1/9/13,99.4,A
USGS,10338000,1/10/13,149,A
USGS,10338000,1/11/13,147,A
USGS,10338000,1/12/13,176,A
USGS,10338000,1/13/13,206,A
USGS,10338000,1/14/13,204,A:e
USGS,10338000,1/15/13,203,A
USGS,10338000,1/16/13,208,A
USGS,10338000,1/17/13,218,A
USGS,10338000,1/18/13,218,A
USGS,10338000,1/19/13,215,A
USGS,10338000,1/20/13,215,A
USGS,10338000,1/21/13,218,A
USGS,10338000,1/22/13,222,A
USGS,10338000,1/23/13,226,A
USGS,10338000,1/24/13,236,A
USGS,10338000,1/25/13,224,A:e
USGS,10338000,1/26/13,220,A:e
USGS,10338000,1/27/13,210,A:e
USGS,10338000,1/28/13,189,A
USGS,10338000,1/29/13,187,A
USGS,10338000,1/30/13,186,A
USGS,10338000,1/31/13,188,A
USGS,10338000,2/1/13,190,A
USGS,10338000,2/2/13,193,A
USGS,10338000,2/3/13,191,A
USGS,10338000,2/4/13,199,A
USGS,10338000,2/5/13,192,A
USGS,10338000,2/6/13,170,A
USGS,10338000,2/7/13,126,A:e
USGS,10338000,2/8/13,127,A:e
USGS,10338000,2/9/13,126,A:e
USGS,10338000,2/10/13,126,A:e
USGS,10338000,2/11/13,126,A:e
USGS,10338000,2/12/13,127,A:e
USGS,10338000,2/13/13,127,A
USGS,10338000,2/14/13,124,A
USGS,10338000,2/15/13,126,A
USGS,10338000,2/16/13,126,A:e
USGS,10338000,2/17/13,126,A:e
USGS,10338000,2/18/13,126,A:e
USGS,10338000,2/19/13,126,A:e
USGS,10338000,2/20/13,141,A:e
USGS,10338000,2/21/13,142,A:e
USGS,10338000,2/22/13,142,A:e
USGS,10338000,2/23/13,141,A:e
USGS,10338000,2/24/13,141,A:e
USGS,10338000,2/25/13,140,A:e
USGS,10338000,2/26/13,139,A
USGS,10338000,2/27/13,139,A
USGS,10338000,2/28/13,141,A
USGS,10338000,3/1/13,148,A
USGS,10338000,3/2/13,156,A
USGS,10338000,3/3/13,161,A:e
USGS,10338000,3/4/13,173,A
USGS,10338000,3/5/13,168,A
USGS,10338000,3/6/13,173,A
USGS,10338000,3/7/13,154,A
USGS,10338000,3/8/13,127,A
USGS,10338000,3/9/13,126,A
USGS,10338000,3/10/13,126,A
USGS,10338000,3/11/13,134,A
USGS,10338000,3/12/13,136,A
USGS,10338000,3/13/13,127,A
USGS,10338000,3/14/13,148,A
USGS,10338000,3/15/13,166,A
USGS,10338000,3/16/13,162,A
USGS,10338000,3/17/13,162,A
USGS,10338000,3/18/13,160,A
USGS,10338000,3/19/13,162,A
USGS,10338000,3/20/13,206,A
USGS,10338000,3/21/13,208,A
USGS,10338000,3/22/13,187,A
USGS,10338000,3/23/13,174,A
USGS,10338000,3/24/13,170,A
USGS,10338000,3/25/13,165,A
USGS,10338000,3/26/13,164,A
USGS,10338000,3/27/13,168,A
USGS,10338000,3/28/13,177,A
USGS,10338000,3/29/13,190,A
USGS,10338000,3/30/13,194,A
USGS,10338000,3/31/13,208,A
USGS,10338000,4/1/13,211,A
USGS,10338000,4/2/13,213,A
USGS,10338000,4/3/13,213,A
USGS,10338000,4/4/13,238,A
USGS,10338000,4/5/13,255,A
USGS,10338000,4/6/13,238,A
USGS,10338000,4/7/13,224,A
USGS,10338000,4/8/13,213,A
USGS,10338000,4/9/13,198,A
USGS,10338000,4/10/13,197,A
USGS,10338000,4/11/13,217,A
USGS,10338000,4/12/13,224,A
USGS,10338000,4/13/13,232,A
USGS,10338000,4/14/13,239,A
USGS,10338000,4/15/13,225,A
USGS,10338000,4/16/13,212,A
USGS,10338000,4/17/13,200,A
USGS,10338000,4/18/13,192,A
USGS,10338000,4/19/13,189,A
USGS,10338000,4/20/13,201,A
USGS,10338000,4/21/13,209,A
USGS,10338000,4/22/13,223,A
USGS,10338000,4/23/13,224,A
USGS,10338000,4/24/13,221,A
USGS,10338000,4/25/13,219,A
USGS,10338000,4/26/13,224,A
USGS,10338000,4/27/13,242,A
USGS,10338000,4/28/13,253,A
USGS,10338000,4/29/13,275,A
USGS,10338000,4/30/13,285,A
USGS,10338000,5/1/13,250,A
USGS,10338000,5/2/13,228,A
USGS,10338000,5/3/13,237,A
USGS,10338000,5/4/13,236,A
USGS,10338000,5/5/13,225,A
USGS,10338000,5/6/13,239,A
USGS,10338000,5/7/13,232,A
USGS,10338000,5/8/13,233,A
USGS,10338000,5/9/13,240,A
USGS,10338000,5/10/13,261,A
USGS,10338000,5/11/13,283,A
USGS,10338000,5/12/13,291,A
USGS,10338000,5/13/13,290,A
USGS,10338000,5/14/13,272,A
USGS,10338000,5/15/13,256,A
USGS,10338000,5/16/13,237,A
USGS,10338000,5/17/13,202,A
USGS,10338000,5/18/13,188,A
USGS,10338000,5/19/13,185,A
USGS,10338000,5/20/13,183,A
USGS,10338000,5/21/13,184,A
USGS,10338000,5/22/13,178,A
USGS,10338000,5/23/13,163,A
USGS,10338000,5/24/13,155,A
USGS,10338000,5/25/13,154,A
USGS,10338000,5/26/13,161,A
USGS,10338000,5/27/13,172,A
USGS,10338000,5/28/13,209,A
USGS,10338000,5/29/13,206,A
USGS,10338000,5/30/13,211,A
USGS,10338000,5/31/13,208,A
USGS,10338000,6/1/13,232,A
USGS,10338000,6/2/13,234,A
USGS,10338000,6/3/13,232,A
USGS,10338000,6/4/13,230,A
USGS,10338000,6/5/13,235,A
USGS,10338000,6/6/13,231,A
USGS,10338000,6/7/13,227,A
USGS,10338000,6/8/13,230,A
USGS,10338000,6/9/13,235,A
USGS,10338000,6/10/13,231,A
USGS,10338000,6/11/13,242,A
USGS,10338000,6/12/13,275,A
USGS,10338000,6/13/13,301,A
USGS,10338000,6/14/13,322,A
USGS,10338000,6/15/13,317,A
USGS,10338000,6/16/13,321,A
USGS,10338000,6/17/13,327,A
USGS,10338000,6/18/13,327,A
USGS,10338000,6/19/13,334,A
USGS,10338000,6/20/13,338,A
USGS,10338000,6/21/13,334,A
USGS,10338000,6/22/13,340,A
USGS,10338000,6/23/13,347,A
USGS,10338000,6/24/13,349,A
USGS,10338000,6/25/13,394,A
USGS,10338000,6/26/13,332,A
USGS,10338000,6/27/13,291,A
USGS,10338000,6/28/13,300,A
USGS,10338000,6/29/13,308,A
USGS,10338000,6/30/13,316,A
USGS,10338000,7/1/13,326,A
USGS,10338000,7/2/13,346,A
USGS,10338000,7/3/13,363,A
USGS,10338000,7/4/13,361,A
USGS,10338000,7/5/13,354,A
USGS,10338000,7/6/13,354,A
USGS,10338000,7/7/13,362,A
USGS,10338000,7/8/13,376,A
USGS,10338000,7/9/13,379,A
USGS,10338000,7/10/13,377,A
USGS,10338000,7/11/13,371,A
USGS,10338000,7/12/13,366,A
USGS,10338000,7/13/13,366,A
USGS,10338000,7/14/13,365,A
USGS,10338000,7/15/13,363,A
USGS,10338000,7/16/13,362,A
USGS,10338000,7/17/13,357,A
USGS,10338000,7/18/13,350,A
USGS,10338000,7/19/13,349,A
USGS,10338000,7/20/13,349,A
USGS,10338000,7/21/13,349,A
USGS,10338000,7/22/13,350,A
USGS,10338000,7/23/13,349,A
USGS,10338000,7/24/13,347,A
USGS,10338000,7/25/13,347,A
USGS,10338000,7/26/13,347,A
USGS,10338000,7/27/13,346,A
USGS,10338000,7/28/13,344,A
USGS,10338000,7/29/13,342,A
USGS,10338000,7/30/13,340,A
USGS,10338000,7/31/13,340,A
USGS,10338000,8/1/13,338,A
USGS,10338000,8/2/13,336,A
USGS,10338000,8/3/13,324,A
USGS,10338000,8/4/13,322,A
USGS,10338000,8/5/13,321,A
USGS,10338000,8/6/13,325,A
USGS,10338000,8/7/13,332,A
USGS,10338000,8/8/13,330,A
USGS,10338000,8/9/13,329,A
USGS,10338000,8/10/13,328,A
USGS,10338000,8/11/13,326,A
USGS,10338000,8/12/13,328,A
USGS,10338000,8/13/13,335,A
USGS,10338000,8/14/13,334,A
USGS,10338000,8/15/13,334,A
USGS,10338000,8/16/13,336,A
USGS,10338000,8/17/13,336,A
USGS,10338000,8/18/13,338,A
USGS,10338000,8/19/13,339,A
USGS,10338000,8/20/13,342,A
USGS,10338000,8/21/13,344,A
USGS,10338000,8/22/13,343,A
USGS,10338000,8/23/13,341,A
USGS,10338000,8/24/13,345,A
USGS,10338000,8/25/13,343,A
USGS,10338000,8/26/13,342,A
USGS,10338000,8/27/13,340,A
USGS,10338000,8/28/13,340,A
USGS,10338000,8/29/13,342,A
USGS,10338000,8/30/13,344,A
USGS,10338000,8/31/13,343,A
USGS,10338000,9/1/13,343,A
USGS,10338000,9/2/13,341,A
USGS,10338000,9/3/13,340,A
USGS,10338000,9/4/13,340,A
USGS,10338000,9/5/13,332,A
USGS,10338000,9/6/13,320,A
USGS,10338000,9/7/13,314,A
USGS,10338000,9/8/13,314,A
USGS,10338000,9/9/13,301,A
USGS,10338000,9/10/13,284,A
USGS,10338000,9/11/13,278,A
USGS,10338000,9/12/13,267,A
USGS,10338000,9/13/13,265,A
USGS,10338000,9/14/13,261,A
USGS,10338000,9/15/13,258,A
USGS,10338000,9/16/13,237,A
USGS,10338000,9/17/13,194,A
USGS,10338000,9/18/13,153,A
USGS,10338000,9/19/13,113,A
USGS,10338000,9/20/13,91.6,A
USGS,10338000,9/21/13,98,A
USGS,10338000,9/22/13,94.3,A
USGS,10338000,9/23/13,91.6,A
USGS,10338000,9/24/13,90.8,A
USGS,10338000,9/25/13,91.5,A
USGS,10338000,9/26/13,91.6,A
USGS,10338000,9/27/13,91.1,A
USGS,10338000,9/28/13,90.8,A
USGS,10338000,9/29/13,89.3,A
USGS,10338000,9/30/13,89.2,A
USGS,10338000,10/1/13,81.8,A
USGS,10338000,10/2/13,62.7,A
USGS,10338000,10/3/13,61.5,A
USGS,10338000,10/4/13,61.9,A
USGS,10338000,10/5/13,61.4,A
USGS,10338000,10/6/13,61.4,A
USGS,10338000,10/7/13,61.1,A
USGS,10338000,10/8/13,59.7,A
USGS,10338000,10/9/13,60.7,A
USGS,10338000,10/10/13,61,A
USGS,10338000,10/11/13,60.3,A
USGS,10338000,10/12/13,60,A
USGS,10338000,10/13/13,59.8,A
USGS,10338000,10/14/13,59.8,A
USGS,10338000,10/15/13,59.8,A
USGS,10338000,10/16/13,61.5,A
USGS,10338000,10/17/13,71.7,A
USGS,10338000,10/18/13,78.5,A
USGS,10338000,10/19/13,78.5,A
USGS,10338000,10/20/13,78.5,A
USGS,10338000,10/21/13,78.5,A
USGS,10338000,10/22/13,78.5,A
USGS,10338000,10/23/13,106,A
USGS,10338000,10/24/13,114,A
USGS,10338000,10/25/13,115,A
USGS,10338000,10/26/13,115,A
USGS,10338000,10/27/13,116,A
USGS,10338000,10/28/13,120,A
USGS,10338000,10/29/13,117,A
USGS,10338000,10/30/13,116,A
USGS,10338000,10/31/13,116,A
USGS,10338000,11/1/13,116,A
USGS,10338000,11/2/13,116,A
USGS,10338000,11/3/13,116,A
USGS,10338000,11/4/13,115,A
USGS,10338000,11/5/13,113,A
USGS,10338000,11/6/13,113,A
USGS,10338000,11/7/13,113,A
USGS,10338000,11/8/13,113,A
USGS,10338000,11/9/13,113,A
USGS,10338000,11/10/13,116,A
USGS,10338000,11/11/13,121,A
USGS,10338000,11/12/13,121,A
USGS,10338000,11/13/13,121,A
USGS,10338000,11/14/13,146,A
USGS,10338000,11/15/13,211,A
USGS,10338000,11/16/13,206,A
USGS,10338000,11/17/13,205,A
USGS,10338000,11/18/13,198,A
USGS,10338000,11/19/13,191,A
USGS,10338000,11/20/13,201,A
USGS,10338000,11/21/13,207,A
USGS,10338000,11/22/13,225,A
USGS,10338000,11/23/13,197,A
USGS,10338000,11/24/13,170,A
USGS,10338000,11/25/13,163,A
USGS,10338000,11/26/13,161,A
USGS,10338000,11/27/13,160,A
USGS,10338000,11/28/13,156,A
USGS,10338000,11/29/13,153,A
USGS,10338000,11/30/13,150,A
USGS,10338000,12/1/13,148,A
USGS,10338000,12/2/13,145,A
USGS,10338000,12/3/13,137,A
USGS,10338000,12/4/13,131,A:e
USGS,10338000,12/5/13,127,A
USGS,10338000,12/6/13,122,A
USGS,10338000,12/7/13,121,A:e
USGS,10338000,12/8/13,120,A:e
USGS,10338000,12/9/13,121,A:e
USGS,10338000,12/10/13,120,A:e
USGS,10338000,12/11/13,119,A:e
USGS,10338000,12/12/13,117,A:e
